Point de vente;Code UIC;Date;TA > 30;TA > 60;Arrivés
Gare de Bordeaux St Jean;87581009.0;2019-01-07;0.0;0.0;826.0
Gare de Bordeaux St Jean;87581009.0;2019-01-10;56.0;0.0;672.0
Gare de Bordeaux St Jean;87581009.0;2019-01-13;0.0;0.0;620.0
Gare de Bordeaux St Jean;87581009.0;2019-01-18;33.0;0.0;894.0
Gare de Bordeaux St Jean;87581009.0;2019-01-28;0.0;0.0;721.0
Gare de Bordeaux St Jean;87581009.0;2019-02-03;0.0;0.0;725.0
Gare de Bordeaux St Jean;87581009.0;2019-02-10;0.0;0.0;660.0
Gare de Bordeaux St Jean;87581009.0;2019-02-16;66.0;4.0;708.0
Gare de Bordeaux St Jean;87581009.0;2019-02-28;39.0;0.0;719.0
Gare de Bordeaux St Jean;87581009.0;2019-03-03;0.0;0.0;725.0
Gare de Bordeaux St Jean;87581009.0;2019-03-06;36.0;0.0;839.0
Gare de Bordeaux St Jean;87581009.0;2019-03-09;0.0;0.0;698.0
Gare de Bordeaux St Jean;87581009.0;2019-03-15;2.0;0.0;925.0
Gare de Bordeaux St Jean;87581009.0;2019-03-19;2.0;0.0;3.0
Gare de Bordeaux St Jean;87581009.0;2019-03-21;32.0;0.0;800.0
Gare de Bordeaux St Jean;87581009.0;2019-03-26;49.0;1.0;764.0
Gare de Bordeaux St Jean;87581009.0;2019-03-27;0.0;0.0;732.0
Gare de Bordeaux St Jean;87581009.0;2019-04-03;100.0;24.0;686.0
Gare de Bordeaux St Jean;87581009.0;2019-04-07;0.0;0.0;465.0
Gare de Bordeaux St Jean;87581009.0;2019-04-09;110.0;0.0;661.0
Gare de Bordeaux St Jean;87581009.0;2019-04-25;62.0;12.0;669.0
Gare de Bordeaux St Jean;87581009.0;2019-05-02;45.0;0.0;826.0
Gare de Bordeaux St Jean;87581009.0;2019-05-03;92.0;0.0;921.0
Gare de Bordeaux St Jean;87581009.0;2019-05-06;50.0;0.0;869.0
Gare de Bordeaux St Jean;87581009.0;2019-05-12;2.0;0.0;618.0
Gare de Bordeaux St Jean;87581009.0;2019-05-13;201.0;0.0;808.0
Gare de Bordeaux St Jean;87581009.0;2019-05-14;56.0;0.0;516.0
Gare de Bordeaux St Jean;87581009.0;2019-05-29;97.0;30.0;720.0
Gare de Bordeaux St Jean;87581009.0;2019-06-05;150.0;32.0;602.0
Gare de Bordeaux St Jean;87581009.0;2019-06-07;69.0;0.0;626.0
Gare de Bordeaux St Jean;87581009.0;2019-06-12;15.0;0.0;583.0
Gare de Bordeaux St Jean;87581009.0;2019-06-14;226.0;8.0;846.0
Gare de Bordeaux St Jean;87581009.0;2019-06-16;1.0;0.0;774.0
Gare de Bordeaux St Jean;87581009.0;2019-06-19;107.0;2.0;592.0
Gare de Bordeaux St Jean;87581009.0;2019-06-21;51.0;1.0;638.0
Gare de Bordeaux St Jean;87581009.0;2019-06-28;107.0;2.0;868.0
Gare de Bordeaux St Jean;87581009.0;2019-07-05;12.0;0.0;698.0
Gare de Bordeaux St Jean;87581009.0;2019-07-09;128.0;0.0;717.0
Gare de Bordeaux St Jean;87581009.0;2019-07-10;83.0;3.0;856.0
Gare de Bordeaux St Jean;87581009.0;2019-07-11;110.0;3.0;828.0
Gare de Bordeaux St Jean;87581009.0;2019-07-24;32.0;0.0;892.0
Gare de Bordeaux St Jean;87581009.0;2019-07-26;19.0;0.0;926.0
Gare de Bordeaux St Jean;87581009.0;2019-08-04;0.0;0.0;845.0
Gare de Bordeaux St Jean;87581009.0;2019-08-13;79.0;0.0;908.0
Gare de Bordeaux St Jean;87581009.0;2019-08-17;6.0;0.0;974.0
Gare de Bordeaux St Jean;87581009.0;2019-08-22;81.0;12.0;953.0
Gare de Bordeaux St Jean;87581009.0;2019-08-23;230.0;14.0;988.0
Gare de Bordeaux St Jean;87581009.0;2019-09-15;1.0;1.0;1.0
Gare de Bordeaux St Jean;87581009.0;2019-09-16;133.0;2.0;882.0
Gare de Bordeaux St Jean;87581009.0;2019-09-21;62.0;0.0;780.0
Gare de Bordeaux St Jean;87581009.0;2019-09-28;0.0;0.0;765.0
Gare de Bordeaux St Jean;87581009.0;2019-10-02;128.0;18.0;774.0
Gare de Bordeaux St Jean;87581009.0;2019-10-09;113.0;5.0;739.0
Gare de Bordeaux St Jean;87581009.0;2019-10-18;35.0;0.0;767.0
Gare de Bordeaux St Jean;87581009.0;2019-10-20;0.0;0.0;146.0
Gare de Bordeaux St Jean;87581009.0;2019-10-23;161.0;4.0;653.0
Gare de Bordeaux St Jean;87581009.0;2019-10-24;55.0;0.0;677.0
Gare de Bordeaux St Jean;87581009.0;2019-10-25;158.0;38.0;825.0
Gare de Bordeaux St Jean;87581009.0;2019-10-29;76.0;13.0;679.0
Gare de Bordeaux St Jean;87581009.0;2019-10-30;40.0;0.0;743.0
Gare de Bordeaux St Jean;87581009.0;2019-11-01;2.0;0.0;659.0
Gare de Bordeaux St Jean;87581009.0;2019-11-03;0.0;0.0;817.0
Gare de Bordeaux St Jean;87581009.0;2019-11-04;53.0;17.0;966.0
Gare de Bordeaux St Jean;87581009.0;2019-11-12;26.0;8.0;863.0
Gare de Bordeaux St Jean;87581009.0;2019-11-30;0.0;0.0;705.0
Gare de Bordeaux St Jean;87581009.0;2019-12-02;2.0;0.0;833.0
Gare de Bordeaux St Jean;87581009.0;2019-12-03;21.0;0.0;754.0
Gare de Bordeaux St Jean;87581009.0;2019-12-10;0.0;0.0;245.0
Gare de Bordeaux St Jean;87581009.0;2019-12-12;15.0;0.0;339.0
Gare de Bordeaux St Jean;87581009.0;2019-12-17;3.0;0.0;165.0
Gare de Bordeaux St Jean;87581009.0;2019-12-20;74.0;8.0;469.0
Gare de Bordeaux St Jean;87581009.0;2019-12-24;31.0;0.0;398.0
Gare de Bordeaux St Jean;87581009.0;2019-12-29;0.0;0.0;449.0
Gare de Bordeaux St Jean;87581009.0;2020-01-15;85.0;1.0;402.0
Gare de Bordeaux St Jean;87581009.0;2020-01-16;12.0;0.0;322.0
Gare de Bordeaux St Jean;87581009.0;2020-01-18;15.0;0.0;347.0
Gare de Bordeaux St Jean;87581009.0;2020-01-19;2.0;0.0;340.0
Gare de Bordeaux St Jean;87581009.0;2020-01-21;1.0;0.0;396.0
Gare de Bordeaux St Jean;87581009.0;2020-01-27;8.0;0.0;501.0
Gare de Bordeaux St Jean;87581009.0;2020-01-31;30.0;0.0;536.0
Gare de Bordeaux St Jean;87581009.0;2020-02-05;75.0;11.0;484.0
Gare de Bordeaux St Jean;87581009.0;2020-02-08;9.0;0.0;521.0
Gare de Bordeaux St Jean;87581009.0;2020-02-09;0.0;0.0;413.0
Gare de Bordeaux St Jean;87581009.0;2020-02-10;16.0;4.0;541.0
Gare de Bordeaux St Jean;87581009.0;2020-02-12;28.0;2.0;545.0
Gare de Bordeaux St Jean;87581009.0;2020-02-18;4.0;0.0;526.0
Gare de Bordeaux St Jean;87581009.0;2020-02-19;55.0;13.0;531.0
Gare de Bordeaux St Jean;87581009.0;2020-02-29;0.0;0.0;484.0
Gare de Bordeaux St Jean;87581009.0;2020-03-02;28.0;2.0;505.0
Gare de Bordeaux St Jean;87581009.0;2020-03-06;17.0;0.0;620.0
Gare de Bordeaux St Jean;87581009.0;2020-06-08;1.0;0.0;401.0
Gare de Bordeaux St Jean;87581009.0;2020-06-11;0.0;0.0;106.0
Gare de Bordeaux St Jean;87581009.0;2020-06-13;1.0;0.0;334.0
Gare de Bordeaux St Jean;87581009.0;2020-06-15;2.0;0.0;392.0
Gare de Bordeaux St Jean;87581009.0;2020-06-23;1.0;0.0;505.0
Gare de Bordeaux St Jean;87581009.0;2020-06-24;23.0;0.0;485.0
Gare de Bordeaux St Jean;87581009.0;2020-06-28;0.0;0.0;339.0
Gare de Bordeaux St Jean;87581009.0;2020-07-04;2.0;0.0;401.0
Gare de Bordeaux St Jean;87581009.0;2020-07-07;18.0;0.0;454.0
Gare de Bordeaux St Jean;87581009.0;2020-07-08;8.0;0.0;494.0
Gare de Bordeaux St Jean;87581009.0;2020-07-21;15.0;0.0;459.0
Gare de Bordeaux St Jean;87581009.0;2020-07-29;0.0;0.0;474.0
Gare de Bordeaux St Jean;87581009.0;2020-08-07;0.0;0.0;591.0
Gare de Bordeaux St Jean;87581009.0;2020-08-19;0.0;0.0;532.0
Gare de Bordeaux St Jean;87581009.0;2020-08-20;1.0;0.0;526.0
Gare de Bordeaux St Jean;87581009.0;2020-09-03;1.0;0.0;525.0
Gare de Bordeaux St Jean;87581009.0;2020-09-07;64.0;0.0;498.0
Gare de Bordeaux St Jean;87581009.0;2020-09-08;19.0;0.0;528.0
Gare de Bordeaux St Jean;87581009.0;2020-09-14;10.0;0.0;448.0
Gare de Bordeaux St Jean;87581009.0;2020-09-16;9.0;2.0;436.0
Gare de Bordeaux St Jean;87581009.0;2020-09-27;0.0;0.0;392.0
Gare de Bordeaux St Jean;87581009.0;2020-09-28;5.0;0.0;508.0
Gare de Bordeaux St Jean;87581009.0;2020-10-15;28.0;3.0;420.0
Gare de Bordeaux St Jean;87581009.0;2020-10-19;3.0;0.0;422.0
Gare de Bordeaux St Jean;87581009.0;2020-10-22;1.0;0.0;436.0
Gare de Bordeaux St Jean;87581009.0;2020-10-23;8.0;3.0;449.0
Gare de Bordeaux St Jean;87581009.0;2020-11-03;0.0;0.0;154.0
Gare de Bordeaux St Jean;87581009.0;2020-11-09;6.0;0.0;120.0
Gare de Bordeaux St Jean;87581009.0;2020-11-18;0.0;0.0;108.0
Gare de Bordeaux St Jean;87581009.0;2020-11-19;0.0;0.0;132.0
Gare de Bordeaux St Jean;87581009.0;2020-11-25;0.0;0.0;108.0
Gare de Bordeaux St Jean;87581009.0;2020-11-27;0.0;0.0;198.0
Gare de Bordeaux St Jean;87581009.0;2020-12-16;24.0;0.0;353.0
Gare de Bordeaux St Jean;87581009.0;2020-12-18;1.0;0.0;363.0
Gare de Bordeaux St Jean;87581009.0;2020-12-21;1.0;0.0;379.0
Gare de Bordeaux St Jean;87581009.0;2020-12-22;0.0;0.0;320.0
Gare de Bordeaux St Jean;87581009.0;2020-12-24;1.0;0.0;297.0
Gare de Bordeaux St Jean;87581009.0;2020-12-27;2.0;0.0;222.0
Gare de Bordeaux St Jean;87581009.0;2021-01-02;11.0;0.0;341.0
Gare de Bordeaux St Jean;87581009.0;2021-01-03;0.0;0.0;255.0
Gare de Bordeaux St Jean;87581009.0;2021-01-26;0.0;0.0;278.0
Gare de Bordeaux St Jean;87581009.0;2021-02-22;0.0;0.0;263.0
Gare de Bordeaux St Jean;87581009.0;2021-03-04;0.0;0.0;253.0
Gare de Bordeaux St Jean;87581009.0;2021-03-29;0.0;0.0;271.0
Gare de Bordeaux St Jean;87581009.0;2021-04-01;1.0;0.0;492.0
Gare de Bordeaux St Jean;87581009.0;2021-04-10;0.0;0.0;242.0
Gare de Bordeaux St Jean;87581009.0;2021-04-15;0.0;0.0;169.0
Gare de Bordeaux St Jean;87581009.0;2021-04-19;0.0;0.0;158.0
Gare de Bordeaux St Jean;87581009.0;2021-04-22;0.0;0.0;162.0
Gare de Bordeaux St Jean;87581009.0;2021-04-26;0.0;0.0;134.0
Gare de Bordeaux St Jean;87581009.0;2021-04-27;0.0;0.0;151.0
Gare de Paris Austerlitz;175094000.0;2020-11-10;0.0;0.0;137.0
Gare de Paris Austerlitz;175094000.0;2020-11-17;1.0;0.0;140.0
Gare de Paris Austerlitz;175094000.0;2020-11-19;0.0;0.0;188.0
Gare de Paris Austerlitz;175094000.0;2020-11-23;3.0;1.0;150.0
Gare de Paris Austerlitz;175094000.0;2020-12-07;0.0;0.0;181.0
Gare de Paris Austerlitz;175094000.0;2020-12-10;1.0;0.0;172.0
Gare de Paris Austerlitz;175094000.0;2020-12-23;0.0;0.0;509.0
Gare de Paris Austerlitz;175094000.0;2020-12-31;0.0;0.0;303.0
Gare de Paris Austerlitz;175094000.0;2021-01-15;0.0;0.0;373.0
Gare de Paris Austerlitz;175094000.0;2021-01-16;0.0;0.0;263.0
Gare de Paris Austerlitz;175094000.0;2021-01-22;1.0;0.0;291.0
Gare de Paris Austerlitz;175094000.0;2021-01-27;0.0;0.0;103.0
Gare de Paris Austerlitz;175094000.0;2021-01-28;1.0;0.0;266.0
Gare de Paris Austerlitz;175094000.0;2021-01-29;0.0;0.0;350.0
Gare de Paris Austerlitz;175094000.0;2021-02-09;0.0;0.0;290.0
Gare de Paris Austerlitz;175094000.0;2021-02-17;0.0;0.0;285.0
Gare de Paris Austerlitz;175094000.0;2021-03-03;0.0;0.0;212.0
Gare de Paris Austerlitz;175094000.0;2021-03-04;0.0;0.0;242.0
Gare de Paris Austerlitz;175094000.0;2021-03-12;1.0;0.0;230.0
Gare de Paris Austerlitz;175094000.0;2021-03-16;0.0;0.0;194.0
Gare de Paris Austerlitz;175094000.0;2021-03-20;0.0;0.0;151.0
Gare de Paris Austerlitz;175094000.0;2021-03-26;0.0;0.0;192.0
Gare de Paris Austerlitz;175094000.0;2021-03-31;2.0;0.0;202.0
Gare de Paris Austerlitz;175094000.0;2021-04-04;2.0;0.0;67.0
Gare de Paris Austerlitz;175094000.0;2021-04-07;0.0;0.0;212.0
Gare de Paris Austerlitz;175094000.0;2021-04-13;8.0;0.0;177.0
Gare de Paris Austerlitz;175094000.0;2021-04-15;0.0;0.0;169.0
Gare de Paris Austerlitz;175094000.0;2021-04-17;0.0;0.0;185.0
Gare de Paris Austerlitz;175094000.0;2021-04-22;2.0;0.0;153.0
Gare de Paris Austerlitz;175094000.0;2021-05-02;4.0;0.0;218.0
Gare de Paris Saint Lazare;262152024.0;2019-01-14;90.0;57.0;519.0
Gare de Paris Saint Lazare;262152024.0;2019-01-26;0.0;0.0;342.0
Gare de Paris Saint Lazare;262152024.0;2019-01-30;50.0;25.0;413.0
Gare de Paris Saint Lazare;262152024.0;2019-01-31;124.0;18.0;448.0
Gare de Paris Saint Lazare;262152024.0;2019-02-01;115.0;0.0;477.0
Gare de Paris Saint Lazare;262152024.0;2019-02-02;55.0;0.0;330.0
Gare de Paris Saint Lazare;262152024.0;2019-02-08;120.0;5.0;463.0
Gare de Paris Saint Lazare;262152024.0;2019-02-09;0.0;0.0;356.0
Gare de Paris Saint Lazare;262152024.0;2019-02-15;119.0;0.0;443.0
Gare de Paris Saint Lazare;262152024.0;2019-02-20;175.0;47.0;399.0
Gare de Paris Saint Lazare;262152024.0;2019-03-04;116.0;12.0;430.0
Gare de Paris Saint Lazare;262152024.0;2019-03-06;56.0;2.0;479.0
Gare de Paris Saint Lazare;262152024.0;2019-03-20;121.0;44.0;407.0
Gare de Paris Saint Lazare;262152024.0;2019-03-21;162.0;7.0;534.0
Gare de Paris Saint Lazare;262152024.0;2019-03-22;95.0;3.0;533.0
Gare de Paris Saint Lazare;262152024.0;2019-03-25;114.0;8.0;514.0
Gare de Paris Saint Lazare;262152024.0;2019-03-30;136.0;19.0;295.0
Gare de Paris Saint Lazare;262152024.0;2019-04-01;184.0;79.0;377.0
Gare de Paris Saint Lazare;262152024.0;2019-04-04;151.0;29.0;508.0
Gare de Paris Saint Lazare;262152024.0;2019-04-16;124.0;36.0;510.0
Gare de Paris Saint Lazare;262152024.0;2019-04-30;141.0;16.0;475.0
Gare de Paris Saint Lazare;262152024.0;2019-05-03;124.0;4.0;467.0
Gare de Paris Saint Lazare;262152024.0;2019-05-15;134.0;33.0;482.0
Gare de Paris Saint Lazare;262152024.0;2019-05-17;167.0;26.0;465.0
Gare de Paris Saint Lazare;262152024.0;2019-05-27;185.0;13.0;416.0
Gare de Paris Saint Lazare;262152024.0;2019-06-15;127.0;18.0;279.0
Gare de Paris Saint Lazare;262152024.0;2019-06-17;216.0;26.0;389.0
Gare de Paris Saint Lazare;262152024.0;2019-06-18;185.0;16.0;435.0
Gare de Paris Saint Lazare;262152024.0;2019-06-24;204.0;44.0;367.0
Gare de Paris Saint Lazare;262152024.0;2019-07-05;206.0;52.0;355.0
Gare de Paris Saint Lazare;262152024.0;2019-07-09;163.0;87.0;323.0
Gare de Paris Saint Lazare;262152024.0;2019-07-23;173.0;15.0;382.0
Gare de Paris Saint Lazare;262152024.0;2019-07-27;78.0;1.0;228.0
Gare de Paris Saint Lazare;262152024.0;2019-07-29;168.0;2.0;378.0
Gare de Paris Saint Lazare;262152024.0;2019-07-30;184.0;22.0;383.0
Gare de Paris Saint Lazare;262152024.0;2019-08-01;129.0;20.0;421.0
Gare de Paris Saint Lazare;262152024.0;2019-08-05;163.0;22.0;372.0
Gare de Paris Saint Lazare;262152024.0;2019-08-07;146.0;11.0;410.0
Gare de Paris Saint Lazare;262152024.0;2019-08-10;125.0;31.0;190.0
Gare de Paris Saint Lazare;262152024.0;2019-08-21;165.0;31.0;374.0
Gare de Paris Saint Lazare;262152024.0;2019-09-03;73.0;0.0;248.0
Gare de Paris Saint Lazare;262152024.0;2019-09-06;97.0;12.0;407.0
Gare de Paris Saint Lazare;262152024.0;2019-09-09;175.0;15.0;395.0
Gare de Paris Saint Lazare;262152024.0;2019-09-10;177.0;14.0;385.0
Gare de Paris Saint Lazare;262152024.0;2019-09-11;141.0;15.0;418.0
Gare de Paris Saint Lazare;262152024.0;2019-09-12;168.0;32.0;356.0
Gare de Paris Saint Lazare;262152024.0;2019-09-17;184.0;15.0;397.0
Gare de Paris Saint Lazare;262152024.0;2019-09-21;39.0;0.0;268.0
Gare de Paris Saint Lazare;262152024.0;2019-10-15;140.0;14.0;400.0
Gare de Paris Saint Lazare;262152024.0;2019-11-12;147.0;3.0;377.0
Gare de Paris Saint Lazare;262152024.0;2019-11-14;147.0;15.0;405.0
Gare de Paris Saint Lazare;262152024.0;2019-11-27;98.0;0.0;431.0
Gare de Paris Saint Lazare;262152024.0;2019-12-19;150.0;0.0;412.0
Gare de Paris Saint Lazare;262152024.0;2019-12-21;217.0;142.0;375.0
Gare de Paris Saint Lazare;262152024.0;2019-12-31;12.0;0.0;267.0
Gare de Paris Saint Lazare;262152024.0;2020-01-10;0.0;0.0;460.0
Gare de Paris Saint Lazare;262152024.0;2020-01-18;55.0;0.0;268.0
Gare de Paris Saint Lazare;262152024.0;2020-01-23;153.0;1.0;450.0
Gare de Paris Saint Lazare;262152024.0;2020-01-29;138.0;0.0;390.0
Gare de Paris Saint Lazare;262152024.0;2020-01-30;147.0;0.0;417.0
Gare de Paris Saint Lazare;262152024.0;2020-02-25;126.0;0.0;382.0
Gare de Paris Saint Lazare;262152024.0;2020-03-02;162.0;41.0;380.0
Gare de Paris Saint Lazare;262152024.0;2020-03-03;151.0;69.0;440.0
Gare de Paris Saint Lazare;262152024.0;2020-03-05;128.0;11.0;412.0
Gare de Paris Saint Lazare;262152024.0;2020-03-09;89.0;21.0;386.0
Gare de Paris Saint Lazare;262152024.0;2020-03-16;0.0;0.0;256.0
Gare de Paris Saint Lazare;262152024.0;2020-05-18;41.0;1.0;215.0
Gare de Paris Saint Lazare;262152024.0;2020-05-28;0.0;0.0;225.0
Gare de Paris Saint Lazare;262152024.0;2020-06-03;152.0;29.0;334.0
Gare de Paris Saint Lazare;262152024.0;2020-06-13;52.0;0.0;325.0
Gare de Paris Saint Lazare;262152024.0;2020-06-24;84.0;0.0;376.0
Gare de Paris Saint Lazare;262152024.0;2020-06-25;126.0;15.0;359.0
Gare de Paris Saint Lazare;262152024.0;2020-06-27;74.0;0.0;233.0
Gare de Paris Saint Lazare;262152024.0;2020-06-29;144.0;0.0;381.0
Gare de Paris Saint Lazare;262152024.0;2020-06-30;199.0;23.0;414.0
Gare de Paris Saint Lazare;262152024.0;2020-07-02;155.0;11.0;426.0
Gare de Paris Saint Lazare;262152024.0;2020-07-04;148.0;20.0;257.0
Gare de Paris Saint Lazare;262152024.0;2020-07-07;203.0;3.0;405.0
Gare de Paris Saint Lazare;262152024.0;2020-07-15;111.0;0.0;426.0
Gare de Paris Saint Lazare;262152024.0;2020-08-01;1.0;0.0;288.0
Gare de Paris Saint Lazare;262152024.0;2020-08-06;33.0;0.0;397.0
Gare de Paris Saint Lazare;262152024.0;2020-08-13;0.0;0.0;399.0
Gare de Paris Saint Lazare;262152024.0;2020-08-21;4.0;0.0;222.0
Gare de Paris Saint Lazare;262152024.0;2020-08-22;36.0;0.0;268.0
Gare de Paris Saint Lazare;262152024.0;2020-08-26;2.0;0.0;420.0
Gare de Paris Saint Lazare;262152024.0;2020-08-27;0.0;0.0;364.0
Gare de Paris Saint Lazare;262152024.0;2020-08-29;0.0;0.0;238.0
Gare de Paris Saint Lazare;262152024.0;2020-08-31;55.0;0.0;396.0
Gare de Paris Saint Lazare;262152024.0;2020-09-11;0.0;0.0;330.0
Gare de Paris Saint Lazare;262152024.0;2020-09-21;0.0;0.0;344.0
Gare de Paris Saint Lazare;262152024.0;2020-09-26;0.0;0.0;204.0
Gare de Paris Saint Lazare;262152024.0;2020-09-28;0.0;0.0;305.0
Gare de Paris Saint Lazare;262152024.0;2020-10-01;0.0;0.0;323.0
Gare de Paris Saint Lazare;262152024.0;2020-10-06;4.0;0.0;384.0
Gare de Paris Saint Lazare;262152024.0;2020-10-14;0.0;0.0;306.0
Gare de Paris Saint Lazare;262152024.0;2020-10-15;0.0;0.0;341.0
Gare de Paris Saint Lazare;262152024.0;2020-10-22;0.0;0.0;293.0
Gare de Paris Saint Lazare;262152024.0;2020-11-03;0.0;0.0;59.0
Gare de Paris Saint Lazare;262152024.0;2020-11-05;0.0;0.0;54.0
Gare de Paris Saint Lazare;262152024.0;2020-12-18;0.0;0.0;309.0
Gare de Paris Saint Lazare;262152024.0;2020-12-21;0.0;0.0;308.0
Gare de Paris Saint Lazare;262152024.0;2020-12-24;1.0;0.0;118.0
Gare de Paris Saint Lazare;262152024.0;2020-12-30;0.0;0.0;209.0
Gare de Paris Saint Lazare;262152024.0;2021-01-04;0.0;0.0;174.0
Gare de Paris Saint Lazare;262152024.0;2021-01-06;0.0;0.0;159.0
Gare de Paris Saint Lazare;262152024.0;2021-01-12;0.0;0.0;181.0
Gare de Paris Saint Lazare;262152024.0;2021-01-23;0.0;0.0;130.0
Gare de Paris Saint Lazare;262152024.0;2021-01-27;0.0;0.0;154.0
Gare de Paris Saint Lazare;262152024.0;2021-02-01;0.0;0.0;206.0
Gare de Paris Saint Lazare;262152024.0;2021-02-05;0.0;0.0;195.0
Gare de Paris Saint Lazare;262152024.0;2021-02-10;4.0;0.0;179.0
Gare de Paris Saint Lazare;262152024.0;2021-02-25;0.0;0.0;191.0
Gare de Paris Saint Lazare;262152024.0;2021-03-02;0.0;0.0;215.0
Gare de Paris Saint Lazare;262152024.0;2021-04-27;13.0;1.0;197.0
Gare de Paris Saint Lazare;262152024.0;2021-04-28;0.0;0.0;228.0
Gare de Paris Saint Lazare;262152024.0;2021-04-30;4.0;0.0;214.0
Gare de Strasbourg;87212027.0;2019-01-09;9.0;0.0;1041.0
Gare de Strasbourg;87212027.0;2019-01-14;0.0;0.0;1019.0
Gare de Strasbourg;87212027.0;2019-01-16;0.0;0.0;958.0
Gare de Strasbourg;87212027.0;2019-01-22;0.0;0.0;984.0
Gare de Strasbourg;87212027.0;2019-01-25;1.0;0.0;1344.0
Gare de Strasbourg;87212027.0;2019-01-26;0.0;0.0;1007.0
Gare de Strasbourg;87212027.0;2019-01-30;1.0;0.0;1222.0
Gare de Strasbourg;87212027.0;2019-02-12;1.0;0.0;1187.0
Gare de Strasbourg;87212027.0;2019-02-17;0.0;0.0;824.0
Gare de Strasbourg;87212027.0;2019-02-19;19.0;0.0;988.0
Gare de Strasbourg;87212027.0;2019-02-21;2.0;0.0;1113.0
Gare de Strasbourg;87212027.0;2019-02-24;0.0;0.0;794.0
Gare de Strasbourg;87212027.0;2019-02-26;14.0;0.0;1080.0
Gare de Strasbourg;87212027.0;2019-02-27;10.0;0.0;1153.0
Gare de Strasbourg;87212027.0;2019-03-15;1.0;0.0;1347.0
Gare de Strasbourg;87212027.0;2019-03-16;3.0;0.0;1167.0
Gare de Strasbourg;87212027.0;2019-03-21;6.0;0.0;1187.0
Gare de Strasbourg;87212027.0;2019-03-25;50.0;0.0;1171.0
Gare de Strasbourg;87212027.0;2019-03-26;117.0;3.0;1192.0
Gare de Strasbourg;87212027.0;2019-03-30;14.0;0.0;1374.0
Gare de Strasbourg;87212027.0;2019-04-01;130.0;0.0;1560.0
Gare de Strasbourg;87212027.0;2019-04-07;17.0;0.0;881.0
Gare de Strasbourg;87212027.0;2019-04-09;131.0;1.0;1104.0
Gare de Strasbourg;87212027.0;2019-04-11;135.0;4.0;1221.0
Gare de Strasbourg;87212027.0;2019-04-13;0.0;0.0;1200.0
Gare de Strasbourg;87212027.0;2019-04-15;24.0;0.0;1294.0
Gare de Strasbourg;87212027.0;2019-04-17;14.0;0.0;1257.0
Gare de Strasbourg;87212027.0;2019-04-18;40.0;0.0;1443.0
Gare de Strasbourg;87212027.0;2019-04-19;34.0;0.0;1075.0
Gare de Strasbourg;87212027.0;2019-04-23;156.0;0.0;1269.0
Gare de Strasbourg;87212027.0;2019-04-24;0.0;0.0;1254.0
Gare de Strasbourg;87212027.0;2019-04-28;5.0;0.0;868.0
Gare de Strasbourg;87212027.0;2019-05-01;0.0;0.0;775.0
Gare de Strasbourg;87212027.0;2019-05-23;118.0;0.0;1208.0
Gare de Strasbourg;87212027.0;2019-05-25;119.0;25.0;1162.0
Gare de Strasbourg;87212027.0;2019-05-29;228.0;3.0;1390.0
Gare de Strasbourg;87212027.0;2019-06-10;77.0;0.0;1011.0
Gare de Strasbourg;87212027.0;2019-06-12;153.0;37.0;1225.0
Gare de Strasbourg;87212027.0;2019-06-17;132.0;4.0;1233.0
Gare de Strasbourg;87212027.0;2019-06-19;255.0;42.0;1107.0
Gare de Strasbourg;87212027.0;2019-06-21;133.0;0.0;1398.0
Gare de Strasbourg;87212027.0;2019-06-23;3.0;1.0;862.0
Gare de Strasbourg;87212027.0;2019-06-26;44.0;0.0;1232.0
Gare de Strasbourg;87212027.0;2019-06-28;32.0;0.0;1521.0
Gare de Strasbourg;87212027.0;2019-07-02;247.0;23.0;1359.0
Gare de Strasbourg;87212027.0;2019-07-15;206.0;3.0;1323.0
Gare de Strasbourg;87212027.0;2019-07-16;283.0;31.0;1169.0
Gare de Strasbourg;87212027.0;2019-07-18;37.0;0.0;1187.0
Gare de Strasbourg;87212027.0;2019-07-19;29.0;0.0;1175.0
Gare de Strasbourg;87212027.0;2019-07-24;24.0;0.0;1142.0
Gare de Strasbourg;87212027.0;2019-07-28;3.0;0.0;771.0
Gare de Strasbourg;87212027.0;2019-07-31;90.0;0.0;1320.0
Gare de Strasbourg;87212027.0;2019-08-15;0.0;0.0;708.0
Gare de Strasbourg;87212027.0;2019-08-19;123.0;0.0;1225.0
Gare de Strasbourg;87212027.0;2019-09-05;47.0;0.0;1320.0
Gare de Strasbourg;87212027.0;2019-09-06;1.0;0.0;1733.0
Gare de Strasbourg;87212027.0;2019-09-08;0.0;0.0;930.0
Gare de Strasbourg;87212027.0;2019-09-09;39.0;0.0;1385.0
Gare de Strasbourg;87212027.0;2019-09-26;0.0;0.0;1277.0
Gare de Strasbourg;87212027.0;2019-10-07;10.0;0.0;1308.0
Gare de Strasbourg;87212027.0;2019-10-08;47.0;0.0;1211.0
Gare de Strasbourg;87212027.0;2019-10-11;50.0;0.0;1494.0
Gare de Strasbourg;87212027.0;2019-10-18;15.0;0.0;1426.0
Gare de Strasbourg;87212027.0;2019-10-28;0.0;0.0;1295.0
Gare de Strasbourg;87212027.0;2019-10-30;4.0;0.0;1310.0
Gare de Strasbourg;87212027.0;2019-11-03;8.0;0.0;1010.0
Gare de Strasbourg;87212027.0;2019-11-04;69.0;22.0;1430.0
Gare de Strasbourg;87212027.0;2019-11-06;65.0;0.0;1233.0
